Name,City,State,PhoneNumber,Rating,Price
Hollin Hall Barber Shop,Alexandria,VA,+17037659790,4.5
Cut & Shave Barbershop,Alexandria,VA,+15719704767,4.5
Mt Vernon Barber Zone,Alexandria,VA,+17037045300,5.0
A Cut Above Barber Studio,Oxon Hill,MD,+12404213412,5.0
Walter's Barber Shop,Alexandria,VA,+15717810180,4.5
Telegraph Barbershop,Alexandria,VA,+17038883111,4.5
True Reflections Barber Beauty & Braids,Alexandria,VA,+17033601216,5.0
Mount Vernon Barber Shop,Alexandria,VA,+17036601290,4.5
Excellence,Fort Washington,MD,+13012920206,5.0
Arzum BarberShop,Alexandria,VA,+17032990050,4.5
Van Dorn Barber Shop,Alexandria,VA,+17033702466,4.5
The Barber Studio,Alexandria,VA,,5.0
Friendly Barber Shop,Fort Washington,MD,+13012488891,5.0
Ultimate Styles Barbershop,Alexandria,VA,+17035498820,4.0
Upper Cuts Gentlemen's Grooming Place,National Harbor,MD,+13015673680,4.0
The Gentlemen's Quarters,Alexandria,VA,+17038367330,4.0
Jun's Barber Shop,Accokeek,MD,+13017537142,5.0
Figaro Mobile Barber,"Washington, DC",DC,+13015386607,5.0
All Things In Common Barbershop,Oxon Hill,MD,+13018394268,4.5
Total Image Barber Shop,Alexandria,VA,+17032128060,5.0
Carl Suggs Barber & Style Shop,Bessemer,AL,+12054261911,5.0
Klassic Cuts,Bessemer,AL,+12054252887,5.0
Minor Barbor Shop,Pleasant Grove,AL,+12057445280,5.0
Milestones Barber Lounge,Bessemer,AL,+12054368444,5.0
Hairkuts,Pleasant Grove,AL,+12057440919,5.0
Legends Barbershop,Hoover,AL,+12055159114,4.5
Bluff Park Barber Shop,Birmingham,AL,+12058226704,4.5
Homewood Barber Shop,Birmingham,AL,+12058717721,4.5
B B's Above and Beyond Barber,Birmingham,AL,+12053261215,5.0
Judson The Barber,"Homewood, Alabama",AL,+12056718448,5.0
Old Town Barber Shop,Helena,AL,+12056242299,5.0
JT The Barber,Hoover,AL,+12058229621,5.0
Vestavia Barber Shop,Vestavia,AL,+12058231974,4.0
Deez Barber Shop,Alabaster,AL,+12056637484,5.0
Single Barrel Barbershop,Homewood,AL,+12055822999,4.5
Ez Cutz,Birmingham,AL,+12055291301,5.0
The Vintage Barber Shop,Vestavia Hills,AL,+12055366534,4.0
Tutwiler Barber Shop,Birmingham,AL,+12052522785,4.5
Etheridge Brothers Barber & Style,Birmingham,AL,+12052549181,5.0
Blevins Barber Shop,Birmingham,AL,+12053247442,4.0
Arcade Barber Shop,Paducah,KY,+12704424957,5.0
Gq Barbers,Paducah,KY,+12704150447,5.0
Sport Clips Haircuts of Paducah,Paducah,KY,+12704430500,4.0
Lisa's Barber Shop,Paducah,KY,+12705344446,4.0
Gross Barber Shop,Elizabethtown,IL,+16182877733,5.0
University Barber Shop,Murray,KY,+12707531953,5.0
Roffler of Murray,Murray,KY,+12707538909,5.0
Johnny's Barber Shop,Benton,KY,+12705279926,4.0
Salem Barber Shop,Salem,KY,+12709883269,1.0
Joe's Barber Shop,Calvert City,KY,+12703957078,1.0
Treadwell Barbers Hairstyling,Birmingham,AL,+12058709210,4.5
Homewood Barber Shop,Birmingham,AL,+12058717721,4.5
B B's Above and Beyond Barber,Birmingham,AL,+12053261215,5.0
Becca's Barber Shop,Birmingham,AL,+12059140169,4.5
Vincent Oliver's Hippodrome Barber Shop,Birmingham,AL,,4.5
The Men's Chair,Birmingham,AL,+12052598699,4.0
Cahaba Heights Plaza Barber Shop,Birmingham,AL,+12059679970,4.0
Judson The Barber,"Homewood, Alabama",AL,+12056718448,5.0
The Male Room,Birmingham,AL,+12059954285,3.0
Gentlemens Quarters,Birmingham,AL,+12052532495,5.0
Single Barrel Barbershop,Homewood,AL,+12055822999,4.5
Blevins Barber Shop,Birmingham,AL,+12053247442,4.0
Bluff Park Barber Shop,Birmingham,AL,+12058226704,4.5
Newman's Classic Cuts,Birmingham,AL,+12052089827,5.0
Legends Barbershop,Hoover,AL,+12055159114,4.5
The Vintage Barber Shop,Vestavia Hills,AL,+12055366534,4.0
Tutwiler Barber Shop,Birmingham,AL,+12052522785,4.5
Vestavia Barber Shop,Vestavia,AL,+12058231974,4.0
The Art of Shaving,Birmingham,AL,+12055887183,4.5
The Men's Room,Birmingham,AL,+12059671044,3.5
Kenwood Barbers,Minneapolis,MN,+16128722280,4.5
Stilo Cuts Barbershop,Minneapolis,MN,+16123774568,4.0
GENT Cuts and Grooming,Minneapolis,MN,+16123457750,4.0
Fades of Gray,Minneapolis,MN,+16128796369,5.0
LV's Barbershop,Minneapolis,MN,+16127216551,4.5
Prohibition Barbers,Minneapolis,MN,+16126185550,5.0
225 Barbers,Minneapolis,MN,+16123320536,5.0
Craig's Como Barber Shop,Minneapolis,MN,+16123311077,5.0
Feature Cut Barber Stylists,Minneapolis,MN,+16123323319,4.5
Johnson's Barber & Beauty Shop,Minneapolis,MN,+16128249480,5.0
The Barber Sharp,Minneapolis,MN,+16123155985,3.5
James Irving Hair,Minneapolis,MN,+16128224323,4.0
Glenn's Barber Shop,Minneapolis,MN,+16128221501,5.0
Top Rank Barbers,Robbinsdale,MN,+16126017990,5.0
Allen Ray Salon,Minneapolis,MN,+16122080273,5.0
Kai Salon & Spa,Minneapolis,MN,+16122081330,4.0
Circle H Barber Shop,Minneapolis,MN,+16122056555,4.5
Lyn-Lake Barbershop,Minneapolis,MN,+16128226584,4.0
Floyd's 99 Barbershop,Minneapolis,MN,+16128222240,3.5
Prestige Cuts Barber Lounge,Minneapolis,MN,+17637036133,5.0
Precision Hair Cutters,Cullman,AL,+12567395480,4.0
Johnny's Barbershop,Hanceville,AL,+12562879000,5.0
Genesis Style Salon,Hartselle,AL,+12567730009,4.0
South of Main,Hartselle,AL,+12567544663,5.0
His Image Hair Styling Salon,Oneonta,AL,+12052742157,1.0
Dallas Jones Barber Shop,Fairhope,AL,+12515179022,5.0
Jonny Mac's Barber Shop,Daphne,AL,+12512299823,5.0
Old Spanish Trail Barber Shop,Daphne,AL,+12516262115,5.0
Spanish Fort Barber Shop,Spanish Fort,AL,+12516251706,3.0
Eastern Shore Barber Shop,Daphne,AL,+12512889748,1.0
Sport Clips Haircuts of Spanish Fort,Spanish Fort,AL,+12516252921,2.5
Maxim Barbers,Decatur,GA,+14043787877,4.5
Emory Haircutters Barber Shop,Decatur,GA,+14048352419,5.0
Chuck Simon's Barber Shop,Decatur,GA,+14046368961,4.5
Trophy Room Barber Shop,Atlanta,GA,+14703551252,5.0
Vista Barbershop,Atlanta,GA,+14042357335,4.5
Avondale Barbershop,Avondale Estates,GA,+14048386218,4.0
Legacy Barber Shop,Atlanta,GA,+14044061697,4.5
Great Clips,Atlanta,GA,+14043771331,4.0
Bishops Cuts / Color,Decatur,GA,+14703553094,3.5
Langford's Barber Shop & Style Center,Atlanta,GA,+14043780402,5.0
Ms Lisa's Cuts for Kids,Decatur,GA,+14049187982,4.5
The Barber Shop Atlanta,Decatur,GA,+14047289300,3.5
Atlas Barber Company,Atlanta,GA,+14047847520,5.0
Cut Zoo,Decatur,GA,+14046365380,3.5
Sage Hill Village Barber Shop,Atlanta,GA,+14048729452,3.5
Hair Salon Molasses,Atlanta,GA,+14043731860,5.0
Clipper Kings Barbershop,Decatur,GA,+14702256918,4.0
Bishops Cuts / Color,Atlanta,GA,+14043433807,4.0
Jay Bentley,Atlanta,GA,+14043041854,5.0
Sport Clips Haircuts of Decatur - Suburban Plaza,Decatur,GA,+16787057369,2.5
Joe Winks,Dothan,AL,+13346993593,4.5
Southern Man Barbershop,Dothan,AL,+13344463027,3.0
Cut Creations,Dothan,AL,+13347029264,5.0
T & Company,Dothan,AL,+13347934992,4.0
Anna's Barber Shop,Enterprise,AL,+13343470410,4.5
Cherokee Barber Shop,Dothan,AL,+13342003812,3.0
Wayne's,Dothan,AL,,4.0
Trends Family Barber Shop,Enterprise,AL,+13343478532,4.5
Sport Clips Haircuts of Dothan,Dothan,AL,+13349840244,2.5
Creative Hair Masters Barbershop,Enterprise,AL,+13344949851,5.0
Chopper Barber Shop,Daleville,AL,+13345984247,4.5
Great Clips,Dothan,AL,+13346717900,3.5
Ji's Barber Shop,Daleville,AL,+13345985336,1.0
JonnyB  Barbershop,Florence,AL,+12569807504,5.0
Greasy Hands Barbershop,Florence,AL,,4.5
Nu-Look Barber Shop,Florence,AL,+12567650086,4.0
Sport Clips Haircuts of Florence - Market Square,Florence,AL,+12562757215,1.0
The Arc of the Shoals the Jim Bell Home,Tuscumbia,AL,+12563810550,1.0
The Barber Shop,Independence,KS,+16207791361,5.0
Outback Hair Shack,Bartlesville,OK,+19183363890,5.0
Tangles Family Hair Care,Bartlesville,OK,+19183352799,1.0
Dallas Jones Barber Shop,Fairhope,AL,+12515179022,5.0
Jonny Mac's Barber Shop,Daphne,AL,+12512299823,5.0
The Men's Den Premier Barber Shop,Orange Beach,AL,+12519819809,4.5
Gentlemans Quarters Barber Shop,Gulf Shores,AL,+12519684000,5.0
Old Spanish Trail Barber Shop,Daphne,AL,+12516262115,5.0
Sport Clips Haircuts of Plantation Pointe,Fairhope,AL,+12519290610,4.5
Freshen Me Up Barbershop,Mobile,AL,+12513088122,5.0
Eduardo's Barber Shop & Salon,Foley,AL,+12512554127,4.5
Royal Barbers,Mobile,AL,+12515540595,4.0
Mayo's Barber Shop,Mobile,AL,+12514734321,4.0
Rat Pack Barbershop,Foley,AL,+12519234851,5.0
Webb's His & Her Chop Shop,Mobile,AL,+12517761777,5.0
The Beach Barber,Orange Beach,AL,+12512326559,4.5
Hair Studio 59,Foley,AL,+12519555950,5.0
Eric's 5 Star Barber & Style Shop,Mobile,AL,+12514472363,5.0
Spanish Fort Barber Shop,Spanish Fort,AL,+12516251706,3.0
Eastern Shore Barber Shop,Daphne,AL,+12512889748,1.0
Hair Source,Mobile,AL,+12516664930,5.0
Hillcrest Barbers,Mobile,AL,+12516338083,5.0
Gentlemen's Barbershop,Robertsdale,AL,+12519451144,5.0
Barber' Shop,Florence,FI,+393271093790,5.0
Blues Barber Shop,Florence,FI,+390559337616,5.0
Rasoi Hair Jazz,Florence,FI,+39055241551,4.5
Faenza Taglio Capelli,Firenze,AG,+393801388533,5.0
Corino Capelli Uomo,Florence,FI,+39055214554,5.0
Antonio e Marcello,Florence,FI,+390552381766,5.0
Antica Tintoria 14,Florence,FI,+390552260024,4.5
Luigi di Santi e Antimi - S.D.F,Florence,FI,+39055284683,5.0
Parrucchiere Celestino & Mario Acconciature,Florence,FI,+39055475382,4.0
Hairforce,Florence,FI,+39055608119,4.5
Jean Luis David,Florence,FI,+39055368462,5.0
Paolo Il Taglio e L'abbronzatura,Florence,FI,+39055471037,4.0
Varvella / Vincenzo,Florence,FI,+390552344815,5.0
Silvia Studio,Florence,FI,+390557321370,5.0
Gold Salon,Florence,FI,+390550880300,5.0
Vogue Mode di Regoli & Lupetti,Florence,FI,+39055710000,5.0
Marzio Parrucchiere Unisex,Florence,FI,,3.5
I Parrucchieri,San Casciano in Val di Pesa,FI,+39055828467,5.0
Parrucchieri Italiani,Prato,PO,+390574574694,4.0
Spettiniamoci,Prato,PO,+390574669152,4.0
Eduardo's Barber Shop & Salon,Foley,AL,+12512554127,4.5
Rat Pack Barbershop,Foley,AL,+12519234851,5.0
The Men's Den Premier Barber Shop,Orange Beach,AL,+12519819809,4.5
Gentlemans Quarters Barber Shop,Gulf Shores,AL,+12519684000,5.0
Hair Studio 59,Foley,AL,+12519555950,5.0
The Beach Barber,Orange Beach,AL,+12512326559,4.5
Gentlemen's Barbershop,Robertsdale,AL,+12519451144,5.0
